"COUNTRY_AREA_TERRITORY","MMWR_WEEKSTARTDATE","ILI_CASE","ILI_OUTPATIENTS","SARI_CASE","SARI_INPATIENTS","ili_1000","sari_100","MMWR_WEEK"
"Maldives",2015-10-18,0,0,0,0,0,0,42
"Nepal",2015-10-18,0,0,0,0,0,0,42
"Sri Lanka",2015-10-18,0,0,0,0,0,0,42
"Thailand",2015-10-18,79154,2006468,0,0,3.94,0,42
"Timor-Leste",2015-10-18,0,0,0,0,0,0,42
"All Country",2015-10-18,79154,2006468,0,0,3.94,0,42
"Bangladesh",2015-10-25,0,0,0,0,0,0,43
"Bhutan",2015-10-25,0,0,0,0,0,0,43
"DPR Korea",2015-10-25,0,0,0,0,0,0,43
"Maldives",2015-10-25,0,0,0,0,0,0,43
"Nepal",2015-10-25,0,0,0,0,0,0,43
"Sri Lanka",2015-10-25,0,0,0,0,0,0,43
"Thailand",2015-10-25,85529,2280859,0,0,3.75,0,43
"Timor-Leste",2015-10-25,0,0,0,0,0,0,43
"All Country",2015-10-25,85529,2280859,0,0,3.75,0,43
"Bangladesh",2015-11-01,0,0,0,0,0,0,44
"Bhutan",2015-11-01,0,0,0,0,0,0,44
"DPR Korea",2015-11-01,0,0,0,0,0,0,44
"Maldives",2015-11-01,0,0,0,0,0,0,44
"Nepal",2015-11-01,0,0,0,0,0,0,44
"Sri Lanka",2015-11-01,0,0,0,0,0,0,44
"Thailand",2015-11-01,68498,2145915,0,0,3.19,0,44
"Timor-Leste",2015-11-01,0,0,0,0,0,0,44
"All Country",2015-11-01,68498,2145915,0,0,3.19,0,44
"Bangladesh",2015-11-08,0,0,0,0,0,0,45
"Bhutan",2015-11-08,132,3685,13,215,3.58,6.05,45
"DPR Korea",2015-11-08,0,0,0,0,0,0,45
"Maldives",2015-11-08,0,0,0,0,0,0,45
"Nepal",2015-11-08,0,0,0,0,0,0,45
"Sri Lanka",2015-11-08,0,0,0,0,0,0,45
"Thailand",2015-11-08,77124,2078981,0,0,3.71,0,45
"Timor-Leste",2015-11-08,0,0,0,0,0,0,45
"All Country",2015-11-08,77256,2082666,13,215,3.71,6.05,45
"Bangladesh",2015-11-15,0,0,0,0,0,0,46
"Bhutan",2015-11-15,0,0,0,0,0,0,46
"DPR Korea",2015-11-15,0,0,0,0,0,0,46
"Maldives",2015-11-15,0,0,0,0,0,0,46
"Nepal",2015-11-15,0,0,0,0,0,0,46
"Sri Lanka",2015-11-15,0,0,0,0,0,0,46
"Thailand",2015-11-15,78281,1774339,0,0,4.41,0,46
"Timor-Leste",2015-11-15,0,0,0,0,0,0,46
"All Country",2015-11-15,78281,1774339,0,0,4.41,0,46
"Bangladesh",2015-11-22,0,0,0,0,0,0,47
"Bhutan",2015-11-22,0,0,0,0,0,0,47
"DPR Korea",2015-11-22,0,0,0,0,0,0,47
"Maldives",2015-11-22,0,0,0,0,0,0,47
"Nepal",2015-11-22,0,0,0,0,0,0,47
"Sri Lanka",2015-11-22,0,0,0,0,0,0,47
"Thailand",2015-11-22,120658,2468385,0,0,4.89,0,47
"Timor-Leste",2015-11-22,0,0,0,0,0,0,47
"All Country",2015-11-22,120658,2468385,0,0,4.89,0,47
"Bangladesh",2015-11-29,0,0,0,0,0,0,48
"Bhutan",2015-11-29,144,3701,17,250,3.89,6.8,48
"DPR Korea",2015-11-29,0,0,0,0,0,0,48
"Maldives",2015-11-29,0,0,0,0,0,0,48
"Nepal",2015-11-29,0,0,0,0,0,0,48
"Sri Lanka",2015-11-29,0,0,0,0,0,0,48
"Thailand",2015-11-29,113106,2526751,0,0,4.48,0,48
"Timor-Leste",2015-11-29,0,0,0,0,0,0,48
"All Country",2015-11-29,113250,2530452,17,250,4.48,6.8,48
"Bangladesh",2015-12-06,0,0,0,0,0,0,49
"Bhutan",2015-12-06,0,0,0,0,0,0,49
"DPR Korea",2015-12-06,0,0,0,0,0,0,49
"Maldives",2015-12-06,0,0,0,0,0,0,49
"Nepal",2015-12-06,0,0,0,0,0,0,49
"Sri Lanka",2015-12-06,0,0,0,0,0,0,49
"Thailand",2015-12-06,99653,2026436,0,0,4.92,0,49
"Timor-Leste",2015-12-06,0,0,0,0,0,0,49
"All Country",2015-12-06,99653,2026436,0,0,4.92,0,49
"Bangladesh",2015-12-13,0,0,0,0,0,0,50
"Bhutan",2015-12-13,0,0,0,0,0,0,50
"DPR Korea",2015-12-13,0,0,0,0,0,0,50
"Maldives",2015-12-13,0,0,0,0,0,0,50
"Nepal",2015-12-13,0,0,0,0,0,0,50
"Sri Lanka",2015-12-13,0,0,0,0,0,0,50
"Thailand",2015-12-13,99131,2558115,0,0,3.88,0,50
"Timor-Leste",2015-12-13,0,0,0,0,0,0,50
"All Country",2015-12-13,99131,2558115,0,0,3.88,0,50
"Bangladesh",2015-12-20,0,0,0,0,0,0,51
"Bhutan",2015-12-20,62,4971,17,263,1.25,6.46,51
"DPR Korea",2015-12-20,0,0,0,0,0,0,51
"Maldives",2015-12-20,0,0,0,0,0,0,51
"Nepal",2015-12-20,0,0,0,0,0,0,51
"Sri Lanka",2015-12-20,0,0,0,0,0,0,51
"Thailand",2015-12-20,95326,2495841,0,0,3.82,0,51
"Timor-Leste",2015-12-20,0,0,0,0,0,0,51
"All Country",2015-12-20,95388,2500812,17,263,3.81,6.46,51
"Bangladesh",2015-12-27,0,0,0,0,0,0,52
"Bhutan",2015-12-27,130,3414,7,116,3.81,6.03,52
"DPR Korea",2015-12-27,0,0,0,0,0,0,52
"Maldives",2015-12-27,0,0,0,0,0,0,52
"Nepal",2015-12-27,0,0,0,0,0,0,52
"Sri Lanka",2015-12-27,0,0,0,0,0,0,52
"Thailand",2015-12-27,78197,1774235,0,0,4.41,0,52
"Timor-Leste",2015-12-27,0,0,0,0,0,0,52
"All Country",2015-12-27,78327,1777649,7,116,4.41,6.03,52
"Bangladesh",2016-01-03,35,66318,47,15721,0.05,0.3,1
"Bhutan",2016-01-03,124,7437,12,261,1.67,4.6,1
"DPR Korea",2016-01-03,0,0,0,0,0,0,1
"Maldives",2016-01-03,0,0,0,0,0,0,1
"Nepal",2016-01-03,0,0,0,0,0,0,1
"Sri Lanka",2016-01-03,0,0,0,0,0,0,1
"Thailand",2016-01-03,102233,2537080,0,0,4.03,0,1
"Timor-Leste",2016-01-03,0,0,0,0,0,0,1
"All Country",2016-01-03,102392,2610835,59,15982,3.92,0.37,1
"Bangladesh",2016-01-10,0,0,0,0,0,0,2
"Bhutan",2016-01-10,121,6700,15,282,1.81,5.32,2
"DPR Korea",2016-01-10,0,0,0,0,0,0,2
"Maldives",2016-01-10,0,0,0,0,0,0,2
"Nepal",2016-01-10,0,0,0,0,0,0,2
"Sri Lanka",2016-01-10,0,0,0,0,0,0,2
"Thailand",2016-01-10,106868,2535350,0,0,4.22,0,2
"Timor-Leste",2016-01-10,0,0,0,0,0,0,2
"All Country",2016-01-10,106989,2542050,15,282,4.21,5.32,2
"Bangladesh",2016-01-17,29,63937,52,15903,0.05,0.33,3
"Bhutan",2016-01-17,0,0,0,0,0,0,3
"DPR Korea",2016-01-17,0,0,0,0,0,0,3
"Maldives",2016-01-17,0,0,0,0,0,0,3
"Nepal",2016-01-17,0,0,0,0,0,0,3
"Sri Lanka",2016-01-17,0,0,0,0,0,0,3
"Thailand",2016-01-17,107955,2527353,0,0,4.27,0,3
"Timor-Leste",2016-01-17,0,0,0,0,0,0,3
"All Country",2016-01-17,107984,2591290,52,15903,4.17,0.33,3
"Bangladesh",2016-01-24,0,0,0,0,0,0,4
"Bhutan",2016-01-24,151,6964,17,311,2.17,5.47,4
"DPR Korea",2016-01-24,0,0,0,0,0,0,4
"Maldives",2016-01-24,0,0,0,0,0,0,4
"Nepal",2016-01-24,0,0,0,0,0,0,4
"Sri Lanka",2016-01-24,0,0,0,0,0,0,4
"Thailand",2016-01-24,104470,2339231,0,0,4.47,0,4
"Timor-Leste",2016-01-24,0,0,0,0,0,0,4
"All Country",2016-01-24,104621,2346195,17,311,4.46,5.47,4
"Bangladesh",2016-01-31,0,0,0,0,0,0,5
"Bhutan",2016-01-31,0,0,0,0,0,0,5
"DPR Korea",2016-01-31,0,0,0,0,0,0,5
"Maldives",2016-01-31,0,0,0,0,0,0,5
"Nepal",2016-01-31,0,0,0,0,0,0,5
"Sri Lanka",2016-01-31,0,0,0,0,0,0,5
"Thailand",2016-01-31,114791,2473654,0,0,4.64,0,5
"Timor-Leste",2016-01-31,0,0,0,0,0,0,5
"All Country",2016-01-31,114791,2473654,0,0,4.64,0,5
"Bangladesh",2016-02-07,18,65352,42,14535,0.03,0.29,6
"Bhutan",2016-02-07,0,0,0,0,0,0,6
"DPR Korea",2016-02-07,0,0,0,0,0,0,6
"Maldives",2016-02-07,0,0,0,0,0,0,6
"Nepal",2016-02-07,0,0,0,0,0,0,6
"Sri Lanka",2016-02-07,0,0,0,0,0,0,6
"Thailand",2016-02-07,127996,2420828,0,0,5.29,0,6
"Timor-Leste",2016-02-07,0,0,0,0,0,0,6
"All Country",2016-02-07,128014,2486180,42,14535,5.15,0.29,6
"Bangladesh",2016-02-14,0,0,0,0,0,0,7
"Bhutan",2016-02-14,0,0,0,0,0,0,7
"DPR Korea",2016-02-14,0,0,0,0,0,0,7
"Maldives",2016-02-14,0,0,0,0,0,0,7
"Nepal",2016-02-14,0,0,0,0,0,0,7
"Sri Lanka",2016-02-14,0,0,0,0,0,0,7
"Thailand",2016-02-14,127340,2545752,0,0,5,0,7
"Timor-Leste",2016-02-14,0,0,0,0,0,0,7
"All Country",2016-02-14,127340,2545752,0,0,5,0,7
"Bangladesh",2016-02-21,15,79393,50,14282,0.02,0.35,8
"Bhutan",2016-02-21,110,5505,28,354,2,7.91,8
"DPR Korea",2016-02-21,0,0,0,0,0,0,8
"Maldives",2016-02-21,0,0,0,0,0,0,8
"Nepal",2016-02-21,0,0,0,0,0,0,8
"Sri Lanka",2016-02-21,0,0,0,0,0,0,8
"Thailand",2016-02-21,116554,2211568,0,0,5.27,0,8
"Timor-Leste",2016-02-21,0,0,0,0,0,0,8
"All Country",2016-02-21,116679,2296466,78,14636,5.08,0.53,8
"Bangladesh",2016-02-28,33,81208,45,15978,0.04,0.28,9
"Bhutan",2016-02-28,0,0,0,0,0,0,9
"DPR Korea",2016-02-28,0,0,0,0,0,0,9
"Maldives",2016-02-28,0,0,0,0,0,0,9
"Nepal",2016-02-28,0,0,0,0,0,0,9
"Sri Lanka",2016-02-28,0,0,0,0,0,0,9
"Thailand",2016-02-28,115373,2413162,0,0,4.78,0,9
"Timor-Leste",2016-02-28,0,0,0,0,0,0,9
"All Country",2016-02-28,115406,2494370,45,15978,4.63,0.28,9
"Bangladesh",2016-03-06,0,0,0,0,0,0,10
"Bhutan",2016-03-06,0,0,0,0,0,0,10
"DPR Korea",2016-03-06,0,0,0,0,0,0,10
"Maldives",2016-03-06,0,0,0,0,0,0,10
"Nepal",2016-03-06,0,0,0,0,0,0,10
"Sri Lanka",2016-03-06,0,0,0,0,0,0,10
"Thailand",2016-03-06,102425,2369498,0,0,4.32,0,10
"Timor-Leste",2016-03-06,0,0,0,0,0,0,10
"All Country",2016-03-06,102425,2369498,0,0,4.32,0,10
"Bangladesh",2016-03-13,0,0,0,0,0,0,11
"Bhutan",2016-03-13,161,7919,25,390,2.03,6.41,11
"DPR Korea",2016-03-13,0,0,0,0,0,0,11
"Maldives",2016-03-13,142,3,1,184,4733.33,0.54,11
"Nepal",2016-03-13,0,0,0,0,0,0,11
"Sri Lanka",2016-03-13,0,0,0,0,0,0,11
"Thailand",2016-03-13,83432,2145286,0,0,3.89,0,11
"Timor-Leste",2016-03-13,0,0,0,0,0,0,11
"All Country",2016-03-13,83735,2153208,26,574,3.89,4.53,11
"Bangladesh",2016-03-20,21,73153,42,15683,0.03,0.27,12
"Bhutan",2016-03-20,0,0,0,0,0,0,12
"DPR Korea",2016-03-20,0,0,0,0,0,0,12
"Maldives",2016-03-20,0,0,0,0,0,0,12
"Nepal",2016-03-20,0,0,0,0,0,0,12
"Sri Lanka",2016-03-20,0,0,0,0,0,0,12
"Thailand",2016-03-20,53269,1523532,0,0,3.5,0,12
"Timor-Leste",2016-03-20,0,0,0,0,0,0,12
"All Country",2016-03-20,53290,1596685,42,15683,3.34,0.27,12
"Bangladesh",2016-03-27,0,0,0,0,0,0,13
"Bhutan",2016-03-27,171,9553,30,383,1.79,7.83,13
"DPR Korea",2016-03-27,0,0,0,0,0,0,13
"Maldives",2016-03-27,0,0,0,0,0,0,13
"Nepal",2016-03-27,0,0,0,0,0,0,13
"Sri Lanka",2016-03-27,0,0,0,0,0,0,13
"Thailand",2016-03-27,0,0,0,0,0,0,13
"Timor-Leste",2016-03-27,0,0,0,0,0,0,13
"All Country",2016-03-27,171,9553,30,383,1.79,7.83,13
"Bangladesh",2016-04-03,0,0,0,0,0,0,14
"Bhutan",2016-04-03,181,8260,29,337,2.19,8.61,14
"DPR Korea",2016-04-03,0,0,0,0,0,0,14
"Maldives",2016-04-03,0,0,0,0,0,0,14
"Nepal",2016-04-03,0,0,0,0,0,0,14
"Sri Lanka",2016-04-03,0,0,0,0,0,0,14
"Thailand",2016-04-03,0,0,0,0,0,0,14
"Timor-Leste",2016-04-03,0,0,0,0,0,0,14
"All Country",2016-04-03,181,8260,29,337,2.19,8.61,14
"Bangladesh",2016-04-10,0,0,0,0,0,0,15
"Bhutan",2016-04-10,0,0,0,0,0,0,15
"DPR Korea",2016-04-10,0,0,0,0,0,0,15
"Maldives",2016-04-10,0,0,0,0,0,0,15
"Nepal",2016-04-10,0,0,0,0,0,0,15
"Sri Lanka",2016-04-10,0,0,0,0,0,0,15
"Thailand",2016-04-10,0,0,0,0,0,0,15
"Timor-Leste",2016-04-10,0,0,0,0,0,0,15
"All Country",2016-04-10,0,0,0,0,0,0,15
"Bangladesh",2016-04-17,27,78118,52,16279,0.03,0.32,16
"Bhutan",2016-04-17,0,0,0,0,0,0,16
"DPR Korea",2016-04-17,0,0,0,0,0,0,16
"Maldives",2016-04-17,0,0,0,0,0,0,16
"Nepal",2016-04-17,0,0,0,0,0,0,16
"Sri Lanka",2016-04-17,0,0,0,0,0,0,16
"Thailand",2016-04-17,0,0,0,0,0,0,16
"Timor-Leste",2016-04-17,0,0,0,0,0,0,16
"All Country",2016-04-17,27,78118,52,16279,0.03,0.32,16
"Bangladesh",2016-04-24,0,0,0,0,0,0,17
"Bhutan",2016-04-24,149,8712,25,335,1.71,7.46,17
"DPR Korea",2016-04-24,0,0,0,0,0,0,17
"Maldives",2016-04-24,0,0,0,0,0,0,17
"Nepal",2016-04-24,0,0,0,0,0,0,17
"Sri Lanka",2016-04-24,0,0,0,0,0,0,17
"Thailand",2016-04-24,0,0,0,0,0,0,17
"Timor-Leste",2016-04-24,0,0,0,0,0,0,17
"All Country",2016-04-24,149,8712,25,335,1.71,7.46,17
"Bangladesh",2016-05-01,43,81758,62,16581,0.05,0.37,18
"Bhutan",2016-05-01,0,0,0,0,0,0,18
"DPR Korea",2016-05-01,0,0,0,0,0,0,18
"Maldives",2016-05-01,0,0,0,0,0,0,18
"Nepal",2016-05-01,0,0,0,0,0,0,18
"Sri Lanka",2016-05-01,0,0,0,0,0,0,18
"Thailand",2016-05-01,0,0,0,0,0,0,18
"Timor-Leste",2016-05-01,0,0,0,0,0,0,18
"All Country",2016-05-01,43,81758,62,16581,0.05,0.37,18
"Bangladesh",2016-05-08,0,0,0,0,0,0,19
"Bhutan",2016-05-08,0,0,0,0,0,0,19
"DPR Korea",2016-05-08,0,0,0,0,0,0,19
"Maldives",2016-05-08,0,0,0,0,0,0,19
"Nepal",2016-05-08,0,0,0,0,0,0,19
"Sri Lanka",2016-05-08,0,0,0,0,0,0,19
"Thailand",2016-05-08,0,0,0,0,0,0,19
"Timor-Leste",2016-05-08,0,0,0,0,0,0,19
"All Country",2016-05-08,0,0,0,0,0,0,19
"Bangladesh",2016-05-15,22,65792,49,15576,0.03,0.31,20
"Bhutan",2016-05-15,121,8151,30,308,1.48,9.74,20
"DPR Korea",2016-05-15,0,0,0,0,0,0,20
"Maldives",2016-05-15,0,0,0,0,0,0,20
"Nepal",2016-05-15,0,0,0,0,0,0,20
"Sri Lanka",2016-05-15,0,0,0,0,0,0,20
"Thailand",2016-05-15,0,0,0,0,0,0,20
"Timor-Leste",2016-05-15,0,0,0,0,0,0,20
"All Country",2016-05-15,143,73943,79,15884,0.19,0.5,20
"Bangladesh",2016-05-22,20,72952,69,16750,0.03,0.41,21
"Bhutan",2016-05-22,0,0,0,0,0,0,21
"DPR Korea",2016-05-22,0,0,0,0,0,0,21
"Maldives",2016-05-22,0,0,0,0,0,0,21
"Nepal",2016-05-22,0,0,0,0,0,0,21
"Sri Lanka",2016-05-22,0,0,0,0,0,0,21
"Thailand",2016-05-22,0,0,0,0,0,0,21
"Timor-Leste",2016-05-22,0,0,0,0,0,0,21
"All Country",2016-05-22,20,72952,69,16750,0.03,0.41,21
"Bangladesh",2016-05-29,0,0,0,0,0,0,22
"Bhutan",2016-05-29,154,7208,29,321,2.14,9.03,22
"DPR Korea",2016-05-29,0,0,0,0,0,0,22
"Maldives",2016-05-29,141,1041,2,6,13.54,33.33,22
"Nepal",2016-05-29,0,0,0,0,0,0,22
"Sri Lanka",2016-05-29,0,0,0,0,0,0,22
"Thailand",2016-05-29,0,0,0,0,0,0,22
"Timor-Leste",2016-05-29,0,0,0,0,0,0,22
"All Country",2016-05-29,295,8249,31,327,3.58,9.48,22
"Bangladesh",2016-06-05,19,68544,93,14493,0.03,0.64,23
"Bhutan",2016-06-05,0,0,0,0,0,0,23
"DPR Korea",2016-06-05,0,0,0,0,0,0,23
"Maldives",2016-06-05,372,3137,2,91,11.86,2.2,23
"Nepal",2016-06-05,0,0,0,0,0,0,23
"Sri Lanka",2016-06-05,0,0,0,0,0,0,23
"Thailand",2016-06-05,0,0,0,0,0,0,23
"Timor-Leste",2016-06-05,0,0,0,0,0,0,23
"All Country",2016-06-05,391,71681,95,14584,0.55,0.65,23
"Bangladesh",2016-06-12,0,0,0,0,0,0,24
"Bhutan",2016-06-12,0,0,0,0,0,0,24
"DPR Korea",2016-06-12,0,0,0,0,0,0,24
"Maldives",2016-06-12,335,2692,0,198,12.44,0,24
"Nepal",2016-06-12,0,0,0,0,0,0,24
"Sri Lanka",2016-06-12,0,0,0,0,0,0,24
"Thailand",2016-06-12,0,0,0,0,0,0,24
"Timor-Leste",2016-06-12,0,0,0,0,0,0,24
"All Country",2016-06-12,335,2692,0,198,12.44,0,24
"Bangladesh",2016-06-19,23,71524,58,14270,0.03,0.41,25
"Bhutan",2016-06-19,130,6269,24,265,2.07,9.06,25
"DPR Korea",2016-06-19,0,0,0,0,0,0,25
"Maldives",2016-06-19,0,0,0,0,0,0,25
"Nepal",2016-06-19,0,0,0,0,0,0,25
"Sri Lanka",2016-06-19,0,0,0,0,0,0,25
"Thailand",2016-06-19,0,0,0,0,0,0,25
"Timor-Leste",2016-06-19,0,0,0,0,0,0,25
"All Country",2016-06-19,153,77793,82,14535,0.2,0.56,25
"Bangladesh",2016-06-26,15,65475,26,13155,0.02,0.2,26
"Bhutan",2016-06-26,104,8124,23,299,1.28,7.69,26
"DPR Korea",2016-06-26,0,0,0,0,0,0,26
"Maldives",2016-06-26,0,0,0,0,0,0,26
"Nepal",2016-06-26,0,0,0,0,0,0,26
"Sri Lanka",2016-06-26,0,0,0,0,0,0,26
"Thailand",2016-06-26,0,0,0,0,0,0,26
"Timor-Leste",2016-06-26,0,0,0,0,0,0,26
"All Country",2016-06-26,119,73599,49,13454,0.16,0.36,26
"Bangladesh",2016-07-03,8,56303,38,13181,0.01,0.29,27
"Bhutan",2016-07-03,0,0,0,0,0,0,27
"DPR Korea",2016-07-03,0,0,0,0,0,0,27
"Maldives",2016-07-03,0,0,0,0,0,0,27
"Nepal",2016-07-03,0,0,0,0,0,0,27
"Sri Lanka",2016-07-03,0,0,0,0,0,0,27
"Thailand",2016-07-03,0,0,0,0,0,0,27
"Timor-Leste",2016-07-03,0,0,0,0,0,0,27
"All Country",2016-07-03,8,56303,38,13181,0.01,0.29,27
"Bangladesh",2016-07-10,0,0,0,0,0,0,28
"Bhutan",2016-07-10,0,0,0,0,0,0,28
"DPR Korea",2016-07-10,0,0,0,0,0,0,28
"Maldives",2016-07-10,0,0,0,0,0,0,28
"Nepal",2016-07-10,0,0,0,0,0,0,28
"Sri Lanka",2016-07-10,0,0,0,0,0,0,28
"Thailand",2016-07-10,0,0,0,0,0,0,28
"Timor-Leste",2016-07-10,0,0,0,0,0,0,28
"All Country",2016-07-10,0,0,0,0,0,0,28
"Bangladesh",2016-07-17,0,0,0,0,0,0,29
"Bhutan",2016-07-17,110,7903,18,313,1.39,5.75,29
"DPR Korea",2016-07-17,0,0,0,0,0,0,29
"Maldives",2016-07-17,291,1917,3,274,15.18,1.09,29
"Nepal",2016-07-17,0,0,0,0,0,0,29
"Sri Lanka",2016-07-17,0,0,0,0,0,0,29
"Thailand",2016-07-17,0,0,0,0,0,0,29
"Timor-Leste",2016-07-17,0,0,0,0,0,0,29
"All Country",2016-07-17,401,9820,21,587,4.08,3.58,29
"Bangladesh",2016-07-24,0,0,0,0,0,0,30
"Bhutan",2016-07-24,0,0,0,0,0,0,30
"DPR Korea",2016-07-24,0,0,0,0,0,0,30
"Maldives",2016-07-24,0,0,0,0,0,0,30
"Nepal",2016-07-24,0,0,0,0,0,0,30
"Sri Lanka",2016-07-24,0,0,0,0,0,0,30
"Thailand",2016-07-24,0,0,0,0,0,0,30
"Timor-Leste",2016-07-24,0,0,0,0,0,0,30
"All Country",2016-07-24,0,0,0,0,0,0,30
"Bangladesh",2016-07-31,0,0,0,0,0,0,31
"Bhutan",2016-07-31,0,0,0,0,0,0,31
"DPR Korea",2016-07-31,0,0,0,0,0,0,31
"Maldives",2016-07-31,0,0,0,0,0,0,31
"Nepal",2016-07-31,0,0,0,0,0,0,31
"Sri Lanka",2016-07-31,0,0,0,0,0,0,31
"Thailand",2016-07-31,0,0,0,0,0,0,31
"Timor-Leste",2016-07-31,0,0,0,0,0,0,31
"All Country",2016-07-31,0,0,0,0,0,0,31
"Bangladesh",2016-08-07,0,0,0,0,0,0,32
"Bhutan",2016-08-07,0,0,0,0,0,0,32
"DPR Korea",2016-08-07,0,0,0,0,0,0,32
"Maldives",2016-08-07,0,0,0,0,0,0,32
"Nepal",2016-08-07,0,0,0,0,0,0,32
"Sri Lanka",2016-08-07,0,0,0,0,0,0,32
"Thailand",2016-08-07,0,0,0,0,0,0,32
"Timor-Leste",2016-08-07,0,0,0,0,0,0,32
"All Country",2016-08-07,0,0,0,0,0,0,32
"Bangladesh",2016-08-14,0,0,0,0,0,0,33
"Bhutan",2016-08-14,0,0,0,0,0,0,33
"DPR Korea",2016-08-14,0,0,0,0,0,0,33
"Maldives",2016-08-14,0,0,0,0,0,0,33
"Nepal",2016-08-14,0,0,0,0,0,0,33
"Sri Lanka",2016-08-14,0,0,0,0,0,0,33
"Thailand",2016-08-14,0,0,0,0,0,0,33
"Timor-Leste",2016-08-14,0,0,0,0,0,0,33
"All Country",2016-08-14,0,0,0,0,0,0,33
"Bangladesh",2016-08-21,0,0,0,0,0,0,34
"Bhutan",2016-08-21,0,0,0,0,0,0,34
"DPR Korea",2016-08-21,0,0,0,0,0,0,34
"Maldives",2016-08-21,0,0,0,0,0,0,34
"Nepal",2016-08-21,0,0,0,0,0,0,34
"Sri Lanka",2016-08-21,0,0,0,0,0,0,34
"Thailand",2016-08-21,0,0,0,0,0,0,34
"Timor-Leste",2016-08-21,0,0,0,0,0,0,34
"All Country",2016-08-21,0,0,0,0,0,0,34
"Bangladesh",2016-08-28,21,88449,90,16750,0.02,0.54,35
"Bhutan",2016-08-28,63,7060,32,385,0.89,8.31,35
"DPR Korea",2016-08-28,0,0,0,0,0,0,35
"Maldives",2016-08-28,0,0,0,0,0,0,35
"Nepal",2016-08-28,0,0,0,0,0,0,35
"Sri Lanka",2016-08-28,0,0,0,0,0,0,35
"Thailand",2016-08-28,0,0,0,0,0,0,35
"Timor-Leste",2016-08-28,0,0,0,0,0,0,35
"All Country",2016-08-28,84,95509,122,17135,0.09,0.71,35
"Bangladesh",2016-09-04,0,0,0,0,0,0,36
"Bhutan",2016-09-04,91,6473,18,301,1.41,5.98,36
"DPR Korea",2016-09-04,0,0,0,0,0,0,36
"Maldives",2016-09-04,282,2639,0,288,10.69,0,36
"Nepal",2016-09-04,0,0,0,0,0,0,36
"Sri Lanka",2016-09-04,0,0,0,0,0,0,36
"Thailand",2016-09-04,0,0,0,0,0,0,36
"Timor-Leste",2016-09-04,0,0,0,0,0,0,36
"All Country",2016-09-04,373,9112,18,589,4.09,3.06,36
"Bangladesh",2016-09-11,0,0,0,0,0,0,37
"Bhutan",2016-09-11,62,4435,27,221,1.4,12.22,37
"DPR Korea",2016-09-11,0,0,0,0,0,0,37
"Maldives",2016-09-11,0,0,0,0,0,0,37
"Nepal",2016-09-11,0,0,0,0,0,0,37
"Sri Lanka",2016-09-11,0,0,0,0,0,0,37
"Thailand",2016-09-11,0,0,0,0,0,0,37
"Timor-Leste",2016-09-11,0,0,0,0,0,0,37
"All Country",2016-09-11,62,4435,27,221,1.4,12.22,37
"Bangladesh",2016-09-18,25,88121,59,17425,0.03,0.34,38
"Bhutan",2016-09-18,0,0,0,0,0,0,38
"DPR Korea",2016-09-18,0,0,0,0,0,0,38
"Maldives",2016-09-18,0,0,0,0,0,0,38
"Nepal",2016-09-18,0,0,0,0,0,0,38
"Sri Lanka",2016-09-18,0,0,0,0,0,0,38
"Thailand",2016-09-18,0,0,0,0,0,0,38
"Timor-Leste",2016-09-18,0,0,0,0,0,0,38
"All Country",2016-09-18,25,88121,59,17425,0.03,0.34,38
"Bangladesh",2016-09-25,16,88363,60,17821,0.02,0.34,39
"Bhutan",2016-09-25,67,4188,18,280,1.6,6.43,39
"DPR Korea",2016-09-25,0,0,0,0,0,0,39
"Maldives",2016-09-25,0,0,0,0,0,0,39
"Nepal",2016-09-25,0,0,0,0,0,0,39
"Sri Lanka",2016-09-25,0,0,0,0,0,0,39
"Thailand",2016-09-25,0,0,0,0,0,0,39
"Timor-Leste",2016-09-25,0,0,0,0,0,0,39
"All Country",2016-09-25,83,92551,78,18101,0.09,0.43,39
"Bangladesh",2016-10-02,0,0,0,0,0,0,40
"Bhutan",2016-10-02,48,4725,20,293,1.02,6.83,40
"DPR Korea",2016-10-02,0,0,0,0,0,0,40
"Maldives",2016-10-02,0,0,0,0,0,0,40
"Nepal",2016-10-02,0,0,0,0,0,0,40
"Sri Lanka",2016-10-02,0,0,0,0,0,0,40
"Thailand",2016-10-02,0,0,0,0,0,0,40
"Timor-Leste",2016-10-02,0,0,0,0,0,0,40
"All Country",2016-10-02,48,4725,20,293,1.02,6.83,40
"Bangladesh",2016-10-09,0,0,0,0,0,0,41
"Bhutan",2016-10-09,52,2515,24,287,2.07,8.36,41
"DPR Korea",2016-10-09,0,0,0,0,0,0,41
"Maldives",2016-10-09,0,0,0,0,0,0,41
"Nepal",2016-10-09,0,0,0,0,0,0,41
"Sri Lanka",2016-10-09,0,0,0,0,0,0,41
"Thailand",2016-10-09,0,0,0,0,0,0,41
"Timor-Leste",2016-10-09,0,0,0,0,0,0,41
"All Country",2016-10-09,52,2515,24,287,2.07,8.36,41
"Bangladesh",2016-10-16,0,0,0,0,0,0,42
"Bhutan",2016-10-16,116,7730,23,246,1.5,9.35,42
"DPR Korea",2016-10-16,0,0,0,0,0,0,42
"Maldives",2016-10-16,0,0,0,0,0,0,42
"Nepal",2016-10-16,0,0,0,0,0,0,42
"Sri Lanka",2016-10-16,0,0,0,0,0,0,42
"Thailand",2016-10-16,0,0,0,0,0,0,42
